movie_title,username,numeric_rating,likes,language,comment,cleaned_comment,sentiment
S. Darko,davi_corleone,0.5,1,pt,"Eu seila pq essa BOSTA ridícula existe, quiseram lucrar em cima do filme bom q donnie darko foi, porém fizeram uma sequência tenebrosa, mal feita, sem propósito e sem pontos positivos 👍 vá para o inferno Samantha darko","['eu', 'seila', 'pq', 'essa', 'bosta', 'ridícula', 'existe', 'quiseram', 'lucrar', 'em', 'cima', 'do', 'filme', 'bom', 'q', 'donnie', 'darko', 'foi', 'porém', 'fizeram', 'uma', 'sequência', 'tenebrosa', 'mal', 'feita', 'sem', 'propósito', 'e', 'sem', 'pontos', 'positivos', '👍', 'vá', 'para', 'o', 'inferno', 'samantha', 'darko']",0
S. Darko,gixxxi,0.5,1,pt,parece um documentário religioso,"['parece', 'um', 'documentário', 'religioso']",0
S. Darko,myrn_a,2.5,0,pt,"duas vezes a mesma história só que com personagens e alguns detalhes diferentes não rola né, poderiam ter explorado mais esse lado sci-fi, viagem no tempo e tal, um lance mais científico, mas só fizeram mais do mesmo 👍🏻 ainda bem que donnie darko eh ótimo! e eu acredito tb que o jake traz todo um ar mttt mais misterioso e autêntico ao filme. o que faltou nesse aqui","['duas', 'vezes', 'a', 'mesma', 'história', 'só', 'que', 'com', 'personagens', 'e', 'alguns', 'detalhes', 'diferentes', 'não', 'rola', 'né', 'poderiam', 'ter', 'explorado', 'mais', 'esse', 'lado', 'sci-fi', 'viagem', 'no', 'tempo', 'e', 'tal', 'um', 'lance', 'mais', 'científico', 'mas', 'só', 'fizeram', 'mais', 'do', 'mesmo', '👍🏻', 'ainda', 'bem', 'que', 'donnie', 'darko', 'eh', 'ótimo', 'e', 'eu', 'acredito', 'tb', 'que', 'o', 'jake', 'traz', 'todo', 'um', 'ar', 'mttt', 'mais', 'misterioso', 'e', 'autêntico', 'ao', 'filme', 'o', 'que', 'faltou', 'nesse', 'aqui']",1
S. Darko,travhhs,1.0,0,pt,Desnecessário.,['desnecessário'],0
S. Darko,pedro_rlds,0.0,0,pt,"Esse filme mereçe nenhuma estrela, namoral, eu me considero um grande fã de Donnie Darko, eu li a versão do autor li o livro asisti o filme milhares de vezes, li ""a filosofia da viagem do tempo"" e sinceramente que continuação horrivel pro filme Donnie Darko, ""S. Darko"" é tão ruim que eu dormi na metade do filme e nem assiti o resto, não perca seu tempo asistindo isso.","['esse', 'filme', 'mereçe', 'nenhuma', 'estrela', 'namoral', 'eu', 'me', 'considero', 'um', 'grande', 'fã', 'de', 'donnie', 'darko', 'eu', 'li', 'a', 'versão', 'do', 'autor', 'li', 'o', 'livro', 'asisti', 'o', 'filme', 'milhares', 'de', 'vezes', 'li', 'a', 'filosofia', 'da', 'viagem', 'do', 'tempo', 'e', 'sinceramente', 'que', 'continuação', 'horrivel', 'pro', 'filme', 'donnie', 'darko', 's', 'darko', 'é', 'tão', 'ruim', 'que', 'eu', 'dormi', 'na', 'metade', 'do', 'filme', 'e', 'nem', 'assiti', 'o', 'resto', 'não', 'perca', 'seu', 'tempo', 'asistindo', 'isso']",1
S. Darko,gustavonobret,1.0,3,pt,Que filme bosta. Devia até ser crime ser do msm universo que Donnie Darko,"['que', 'filme', 'bosta', 'devia', 'até', 'ser', 'crime', 'ser', 'do', 'msm', 'universo', 'que', 'donnie', 'darko']",-1
S. Darko,jupiter9394,0.5,0,pt,é um filme,"['é', 'um', 'filme']",0
S. Darko,lukaocean00s,0.0,0,pt,Isso deveria ser um pecado,"['isso', 'deveria', 'ser', 'um', 'pecado']",0
S. Darko,abramsgrl,0.5,3,pt,"nunca imaginei o nathan scott e o chuck bass no mesmo filme, pena que é uma bomba e nao tem nada a ver com donnie darko","['nunca', 'imaginei', 'o', 'nathan', 'scott', 'e', 'o', 'chuck', 'bass', 'no', 'mesmo', 'filme', 'pena', 'que', 'é', 'uma', 'bomba', 'e', 'nao', 'tem', 'nada', 'a', 'ver', 'com', 'donnie', 'darko']",-1
S. Darko,yubeast,0.5,0,pt,"Isso aqui é patético, e eu ainda acho que patético é pouco pra descrever o desrespeito que é esse filme","['isso', 'aqui', 'é', 'patético', 'e', 'eu', 'ainda', 'acho', 'que', 'patético', 'é', 'pouco', 'pra', 'descrever', 'o', 'desrespeito', 'que', 'é', 'esse', 'filme']",0
S. Darko,nykasandler,0.5,1,pt,"filme ruim fudido da desgraça, uma ofensa a quem é fã de donnie darko","['filme', 'ruim', 'fudido', 'da', 'desgraça', 'uma', 'ofensa', 'a', 'quem', 'é', 'fã', 'de', 'donnie', 'darko']",-1
S. Darko,cntdrckula,0.5,0,pt,this sequel made no sense,"['this', 'sequel', 'made', 'no', 'sense']",0
S. Darko,imariper,0.5,0,pt,"uma BOMBA Me pergunto como o mesmo diretor que fez Donnie Darko conseguiu criar esse filme, sem condições","['uma', 'bomba', 'me', 'pergunto', 'como', 'o', 'mesmo', 'diretor', 'que', 'fez', 'donnie', 'darko', 'conseguiu', 'criar', 'esse', 'filme', 'sem', 'condições']",1
S. Darko,mushthebest,1.0,0,pt,Parece um curta de terror do SBT de tão ruim.,"['parece', 'um', 'curta', 'de', 'terror', 'do', 'sbt', 'de', 'tão', 'ruim']",-1
S. Darko,acthor,0.5,0,pt,Que merda é essa vão tomar no cu,"['que', 'merda', 'é', 'essa', 'vão', 'tomar', 'no', 'cu']",-1
S. Darko,coddafish,2.5,0,pt,o filme começo as conclusoes complicadas e ainda faltava 1h gostei?? sim mas tem muitos erros para a lore me faz no minimo grr so cola gente bonita. o que da pra citar a partir é provavelmente spoiler (sei la tambem) 2 coisas tão completamente erradas que é o jeremy projetar o frank no prato de comida no fim do filme; a corey trocar com a sam e vice versa no plano de vida antes do iraq jack quebrar o…,"['o', 'filme', 'começo', 'as', 'conclusoes', 'complicadas', 'e', 'ainda', 'faltava', '1h', 'gostei', 'sim', 'mas', 'tem', 'muitos', 'erros', 'para', 'a', 'lore', 'me', 'faz', 'no', 'minimo', 'grr', 'so', 'cola', 'gente', 'bonita', 'o', 'que', 'da', 'pra', 'citar', 'a', 'partir', 'é', 'provavelmente', 'spoiler', 'sei', 'la', 'tambem', '2', 'coisas', 'tão', 'completamente', 'erradas', 'que', 'é', 'o', 'jeremy', 'projetar', 'o', 'frank', 'no', 'prato', 'de', 'comida', 'no', 'fim', 'do', 'filme', 'a', 'corey', 'trocar', 'com', 'a', 'sam', 'e', 'vice', 'versa', 'no', 'plano', 'de', 'vida', 'antes', 'do', 'iraq', 'jack', 'quebrar', 'o']",-1
S. Darko,swagcinema,0.0,0,pt,Isso nem deveria existir....,"['isso', 'nem', 'deveria', 'existir']",0
S. Darko,natoooo,3.0,0,pt,"nao entendi porra nenhuma, só gostei pelo aesthetic e nao assistiria dnv","['nao', 'entendi', 'porra', 'nenhuma', 'só', 'gostei', 'pelo', 'aesthetic', 'e', 'nao', 'assistiria', 'dnv']",-1
S. Darko,dravcyk,0.5,0,pt,"horrível, pretensioso e parece durar uma eternidade, puta que pariu","['horrível', 'pretensioso', 'e', 'parece', 'durar', 'uma', 'eternidade', 'puta', 'que', 'pariu']",-1
S. Darko,locloco,3.0,7,pt,"4 days. 17 hours. 26 minutes. 31 Seconds. esse filme nem é bom e nem é ruim.. esse filme é a sequência de ""Donnie Darko"", mas não ficou muito boa. Eles mudaram totalmente a história, e isso deixou o filme confuso. A única coisa que lembra o original é o final, onde o personagem principal faz a viagem do tempo para que a Sam fique viva. A mesma coisa que donnie fez para a namorada dele estar viva... Mas sim,…","['4', 'days', '17', 'hours', '26', 'minutes', '31', 'seconds', 'esse', 'filme', 'nem', 'é', 'bom', 'e', 'nem', 'é', 'ruim', 'esse', 'filme', 'é', 'a', 'sequência', 'de', 'donnie', 'darko', 'mas', 'não', 'ficou', 'muito', 'boa', 'eles', 'mudaram', 'totalmente', 'a', 'história', 'e', 'isso', 'deixou', 'o', 'filme', 'confuso', 'a', 'única', 'coisa', 'que', 'lembra', 'o', 'original', 'é', 'o', 'final', 'onde', 'o', 'personagem', 'principal', 'faz', 'a', 'viagem', 'do', 'tempo', 'para', 'que', 'a', 'sam', 'fique', 'viva', 'a', 'mesma', 'coisa', 'que', 'donnie', 'fez', 'para', 'a', 'namorada', 'dele', 'estar', 'viva', 'mas', 'sim']",1
S. Darko,9d6rko,0.5,1,pt,Filme demoníaco diabólico do caralho.,"['filme', 'demoníaco', 'diabólico', 'do', 'caralho']",0
S. Darko,danielllell,0.5,0,pt,"Blz, mas esee filme é TUDO menos uma continuação de Donnie Darko, sério puro lixo","['blz', 'mas', 'esee', 'filme', 'é', 'tudo', 'menos', 'uma', 'continuação', 'de', 'donnie', 'darko', 'sério', 'puro', 'lixo']",1
S. Darko,_karoslv,2.0,0,pt,Nada a declarar,"['nada', 'a', 'declarar']",0
S. Darko,ottogoincrazy,0.0,0,pt,eu me recuso a ver esse filme,"['eu', 'me', 'recuso', 'a', 'ver', 'esse', 'filme']",0
S. Darko,dzienpolsk,0.5,0,pt,"Criei uma conta só para criticar esse filme, como pode a sequência de um filme tão bom ser um lixo que nem esse? Atuações péssimas, roteiro ruim, trilha sonora mediana, cgi e chroma Key horríveis, edição e filmagem tão ruins que chegam a dar dó. Queria voltar no tempo e me impedir de assistir esse filme horrível.","['criei', 'uma', 'conta', 'só', 'para', 'criticar', 'esse', 'filme', 'como', 'pode', 'a', 'sequência', 'de', 'um', 'filme', 'tão', 'bom', 'ser', 'um', 'lixo', 'que', 'nem', 'esse', 'atuações', 'péssimas', 'roteiro', 'ruim', 'trilha', 'sonora', 'mediana', 'cgi', 'e', 'chroma', 'key', 'horríveis', 'edição', 'e', 'filmagem', 'tão', 'ruins', 'que', 'chegam', 'a', 'dar', 'dó', 'queria', 'voltar', 'no', 'tempo', 'e', 'me', 'impedir', 'de', 'assistir', 'esse', 'filme', 'horrível']",-1
S. Darko,sandr0_,1.0,0,pt,"existe filme pft, como donnie darko existe filme bom filme mid filme ruim e existe essa merda do crl kjkkkkkkk","['existe', 'filme', 'pft', 'como', 'donnie', 'darko', 'existe', 'filme', 'bom', 'filme', 'mid', 'filme', 'ruim', 'e', 'existe', 'essa', 'merda', 'do', 'crl', 'kjkkkkkkk']",-1
S. Darko,gaakudama,0.5,0,pt,"Lindo, Nota 10... Às 7 da noite do dia 19 de agosto de 2025, pularei da ponte em homenagem a este filme.","['lindo', 'nota', '10', 'às', '7', 'da', 'noite', 'do', 'dia', '19', 'de', 'agosto', 'de', '2025', 'pularei', 'da', 'ponte', 'em', 'homenagem', 'a', 'este', 'filme']",1
S. Darko,gustaff98,1.5,1,pt,Pior fanfic de todos os tempos. Bizarro.,"['pior', 'fanfic', 'de', 'todos', 'os', 'tempos', 'bizarro']",-1
S. Darko,hobbitizinho,1.0,1,pt,"Metade do filme é a cópia mais óbvia possível do primeiro e a outra metade é a coisa mais maluca possível. A história do original podia não fazer muito sentido, mas seguia regras internas, nesse não. O filme também é muito feio de olhar, se o primeiro tinha poucos efeitos especiais bem feitos esse tem um trilhão dos piores efeitos possíveis e a pior cinematografia.","['metade', 'do', 'filme', 'é', 'a', 'cópia', 'mais', 'óbvia', 'possível', 'do', 'primeiro', 'e', 'a', 'outra', 'metade', 'é', 'a', 'coisa', 'mais', 'maluca', 'possível', 'a', 'história', 'do', 'original', 'podia', 'não', 'fazer', 'muito', 'sentido', 'mas', 'seguia', 'regras', 'internas', 'nesse', 'não', 'o', 'filme', 'também', 'é', 'muito', 'feio', 'de', 'olhar', 'se', 'o', 'primeiro', 'tinha', 'poucos', 'efeitos', 'especiais', 'bem', 'feitos', 'esse', 'tem', 'um', 'trilhão', 'dos', 'piores', 'efeitos', 'possíveis', 'e', 'a', 'pior', 'cinematografia']",0
S. Darko,wh0nbxx,0.5,0,pt,o que eh isso,"['o', 'que', 'eh', 'isso']",0
S. Darko,eridares,0.5,1,pt,*foto do big rush triste olhando pro celular*,"['foto', 'do', 'big', 'rush', 'triste', 'olhando', 'pro', 'celular']",-1
S. Darko,lalabia,1.5,0,pt,que viagem é essa,"['que', 'viagem', 'é', 'essa']",0
S. Darko,raellli,0.5,0,pt,Beleza irmão,"['beleza', 'irmão']",1
S. Darko,annezokaa,0.5,0,pt,"meia estrela só por ser continuação de donnie darko, mas nem isso eles tentaram fazer direito. filme mal escrito, mal gravado, atuação HORRÍVEL. um dos piores filmes que eu já vi na minha vida toda.","['meia', 'estrela', 'só', 'por', 'ser', 'continuação', 'de', 'donnie', 'darko', 'mas', 'nem', 'isso', 'eles', 'tentaram', 'fazer', 'direito', 'filme', 'mal', 'escrito', 'mal', 'gravado', 'atuação', 'horrível', 'um', 'dos', 'piores', 'filmes', 'que', 'eu', 'já', 'vi', 'na', 'minha', 'vida', 'toda']",-1
S. Darko,jaobanana,1.0,1,pt,Quando eu estiver morrendo irei lembrar das 1 hora e 40 minutos perdidos assistindo essa bomba,"['quando', 'eu', 'estiver', 'morrendo', 'irei', 'lembrar', 'das', '1', 'hora', 'e', '40', 'minutos', 'perdidos', 'assistindo', 'essa', 'bomba']",0
S. Darko,lukasz_01,1.0,0,pt,Desnecessário.,['desnecessário'],0
S. Darko,luix_anton,0.5,0,pt,PORRA É ESSA!?,"['porra', 'é', 'essa']",-1
S. Darko,kaorizinha,3.0,1,pt,"Cenográfia não me agradou, efeitos também não, nem os personagens, principalmente aquele nerd estranho, mas querendo ou não me entreteve. E aquela amiga da Sam parece aquela amiga da Chica vampiro.","['cenográfia', 'não', 'me', 'agradou', 'efeitos', 'também', 'não', 'nem', 'os', 'personagens', 'principalmente', 'aquele', 'nerd', 'estranho', 'mas', 'querendo', 'ou', 'não', 'me', 'entreteve', 'e', 'aquela', 'amiga', 'da', 'sam', 'parece', 'aquela', 'amiga', 'da', 'chica', 'vampiro']",0
S. Darko,nosferati,0.5,0,pt,"Cara, eu acho que esse é o pior filme que eu já vi na minha vida, ou pelo menos tá no top 3, esse filme é intragável demais eu sinto que um pedaço da minha alma foi roubada enquanto eu assistia essa merda.","['cara', 'eu', 'acho', 'que', 'esse', 'é', 'o', 'pior', 'filme', 'que', 'eu', 'já', 'vi', 'na', 'minha', 'vida', 'ou', 'pelo', 'menos', 'tá', 'no', 'top', '3', 'esse', 'filme', 'é', 'intragável', 'demais', 'eu', 'sinto', 'que', 'um', 'pedaço', 'da', 'minha', 'alma', 'foi', 'roubada', 'enquanto', 'eu', 'assistia', 'essa', 'merda']",-1
S. Darko,il0s,0.5,0,pt,"PQ NINGUÉM, NINGUÉM, NEM UM AMIGO FALOU QUE ESSE FILME IA SER UM GRANDE  COCÔ?!?! Peraí, tem coisa que não precisa inventar moda AKKAKAKAKAKAKAKAAAAAAAAAAAAAAAAAAAAAAAAAAAA","['pq', 'ninguém', 'ninguém', 'nem', 'um', 'amigo', 'falou', 'que', 'esse', 'filme', 'ia', 'ser', 'um', 'grande', 'cocô', 'peraí', 'tem', 'coisa', 'que', 'não', 'precisa', 'inventar', 'moda', 'akkakakakakakakaaaaaaaaaaaaaaaaaaaaaaaaaaaa']",1
S. Darko,pudino,2.5,0,pt,"A piada da continuação maior nunca foi tão real Donnie Darko 2 : mais visões, mais mortes, mais viagem no tempo","['a', 'piada', 'da', 'continuação', 'maior', 'nunca', 'foi', 'tão', 'real', 'donnie', 'darko', '2', 'mais', 'visões', 'mais', 'mortes', 'mais', 'viagem', 'no', 'tempo']",1
S. Darko,inesswiftie,0.5,1,pt,mds q filme ruim . e olha q donnie darko é meu filme fav,"['mds', 'q', 'filme', 'ruim', 'e', 'olha', 'q', 'donnie', 'darko', 'é', 'meu', 'filme', 'fav']",-1
S. Darko,beautifulucas,0.5,0,pt,"Donnie Darko é um filme que você finge entender para entrar na vibe que o longa propõe. Nessa continuação, o você só quer desacreditar de tudo, inclusive de que esse filme já existiu.","['donnie', 'darko', 'é', 'um', 'filme', 'que', 'você', 'finge', 'entender', 'para', 'entrar', 'na', 'vibe', 'que', 'o', 'longa', 'propõe', 'nessa', 'continuação', 'o', 'você', 'só', 'quer', 'desacreditar', 'de', 'tudo', 'inclusive', 'de', 'que', 'esse', 'filme', 'já', 'existiu']",0
S. Darko,048,0.5,0,pt,bem ruim e alguns dialogos sao tenebrosos ... quem fez isso assistiu donnie darko teve a pior interpretação possível se convenceu de que conseguia fazer um filme ai foi la e fez isso q sonha em ser uma sequência boa q nem efeito borboleta 3 (até pq o 2 não existe) mas o alaric de tvd e o jasper de crepúsculo omg ? só faltaram catar um ator de true blood pra fazer uma coleção de vampiros do fim dos anos 00,"['bem', 'ruim', 'e', 'alguns', 'dialogos', 'sao', 'tenebrosos', '...', 'quem', 'fez', 'isso', 'assistiu', 'donnie', 'darko', 'teve', 'a', 'pior', 'interpretação', 'possível', 'se', 'convenceu', 'de', 'que', 'conseguia', 'fazer', 'um', 'filme', 'ai', 'foi', 'la', 'e', 'fez', 'isso', 'q', 'sonha', 'em', 'ser', 'uma', 'sequência', 'boa', 'q', 'nem', 'efeito', 'borboleta', '3', 'até', 'pq', 'o', '2', 'não', 'existe', 'mas', 'o', 'alaric', 'de', 'tvd', 'e', 'o', 'jasper', 'de', 'crepúsculo', 'omg', 'só', 'faltaram', 'catar', 'um', 'ator', 'de', 'true', 'blood', 'pra', 'fazer', 'uma', 'coleção', 'de', 'vampiros', 'do', 'fim', 'dos', 'anos', '00']",-1
S. Darko,nothingpoggers,0.5,58,pt,"Eu queria fazer uma review ofendendo de TODAS as maneiras possíveis da humanidade o diretor desse filme, mas é tão INACREDITAVEL que nem da vontade de xingar. Serio é ASSUSTADOR de horrível e muito ofensivo, chega a dar nojo. Minha teoria sobre o filme é que não existia roteiro e eles decidiram gravar tudo no improviso (detalhe que o diretor provavelmente nunca viu donnie darko, e se viu é a pessoa mais burra que já frequentou o planeta terra), nada…","['eu', 'queria', 'fazer', 'uma', 'review', 'ofendendo', 'de', 'todas', 'as', 'maneiras', 'possíveis', 'da', 'humanidade', 'o', 'diretor', 'desse', 'filme', 'mas', 'é', 'tão', 'inacreditavel', 'que', 'nem', 'da', 'vontade', 'de', 'xingar', 'serio', 'é', 'assustador', 'de', 'horrível', 'e', 'muito', 'ofensivo', 'chega', 'a', 'dar', 'nojo', 'minha', 'teoria', 'sobre', 'o', 'filme', 'é', 'que', 'não', 'existia', 'roteiro', 'e', 'eles', 'decidiram', 'gravar', 'tudo', 'no', 'improviso', 'detalhe', 'que', 'o', 'diretor', 'provavelmente', 'nunca', 'viu', 'donnie', 'darko', 'e', 'se', 'viu', 'é', 'a', 'pessoa', 'mais', 'burra', 'que', 'já', 'frequentou', 'o', 'planeta', 'terra', 'nada']",-1
S. Darko,gadebello,5.0,0,pt,"Filme da minha adolescência, muito nostálgico e é isso que importa. XD","['filme', 'da', 'minha', 'adolescência', 'muito', 'nostálgico', 'e', 'é', 'isso', 'que', 'importa', 'xd']",0
S. Darko,danielrester,2.0,0,pt,Grade: C- (4.3/10),"['grade', 'c', '4.3/10']",0
S. Darko,panda2005,0.5,0,pt,Nem consegui assistir até o final essa pourra,"['nem', 'consegui', 'assistir', 'até', 'o', 'final', 'essa', 'pourra']",0
S. Darko,lanaqz,0.0,0,pt,esse filme realmente não precisava existir,"['esse', 'filme', 'realmente', 'não', 'precisava', 'existir']",0
S. Darko,skywalkerv,0.5,0,pt,A humanidade poderia ter acabado nesse filme.,"['a', 'humanidade', 'poderia', 'ter', 'acabado', 'nesse', 'filme']",0
S. Darko,fernandomorenu,1.0,0,pt,No sé por qué vi esta cagada,"['no', 'sé', 'por', 'qué', 'vi', 'esta', 'cagada']",0
S. Darko,pepedies,0.5,0,pt,Bomba de hidrogênio,"['bomba', 'de', 'hidrogênio']",0
S. Darko,skaroaboveall,0.5,0,pt,"Sinceramente... O pior filme que já assisti, pega tudo de marcante no original e replica para tentar fazer a formula novamente mas nunca existirá algo como o original, pelo próprio universo do filme, nada faz sentido.","['sinceramente', 'o', 'pior', 'filme', 'que', 'já', 'assisti', 'pega', 'tudo', 'de', 'marcante', 'no', 'original', 'e', 'replica', 'para', 'tentar', 'fazer', 'a', 'formula', 'novamente', 'mas', 'nunca', 'existirá', 'algo', 'como', 'o', 'original', 'pelo', 'próprio', 'universo', 'do', 'filme', 'nada', 'faz', 'sentido']",1
S. Darko,realgui,2.0,0,pt,"Filme muito desinteressante, tentaram fazer uma continuação de Donnie Darko e falharam brutalmente, Donnie Darko é um exemplo de filme que não precisa de continuação.","['filme', 'muito', 'desinteressante', 'tentaram', 'fazer', 'uma', 'continuação', 'de', 'donnie', 'darko', 'e', 'falharam', 'brutalmente', 'donnie', 'darko', 'é', 'um', 'exemplo', 'de', 'filme', 'que', 'não', 'precisa', 'de', 'continuação']",-1
S. Darko,insoniaz,1.0,0,pt,"Horrível, tudo de horrível, cagaram tudo oque criaram","['horrível', 'tudo', 'de', 'horrível', 'cagaram', 'tudo', 'oque', 'criaram']",-1
S. Darko,anabananacareca,0.5,1,pt,"Que bosta de filme, simplesmente cagaram com todo o roteiro de Donnie Darko. A guria morre nos primeiros 40 minutos de filme, e ela se tornou o “”””””frank”””””. Bosta","['que', 'bosta', 'de', 'filme', 'simplesmente', 'cagaram', 'com', 'todo', 'o', 'roteiro', 'de', 'donnie', 'darko', 'a', 'guria', 'morre', 'nos', 'primeiros', '40', 'minutos', 'de', 'filme', 'e', 'ela', 'se', 'tornou', 'o', 'frank', 'bosta']",-1
S. Darko,arthur_cassiano,1.5,0,pt,"S. Darko me parece uma tentativa de reciclar, tanto o filme quanto uma das suas personagens anteriores, e fazer uma nova estória ""genial"". Para ser sincero, não tem muito coisa a se dizer sobre ele, pois é vazio, chato em alguns momentos; não sente apreço por nada que é apresentado, e por mais que tenha uma narrativa a se seguir, aparenta não ter rumo por onde deseja tomar. Apenas quer entender porquê fizeram uma sequência daquilo, que não precisava ter sequência.","['s', 'darko', 'me', 'parece', 'uma', 'tentativa', 'de', 'reciclar', 'tanto', 'o', 'filme', 'quanto', 'uma', 'das', 'suas', 'personagens', 'anteriores', 'e', 'fazer', 'uma', 'nova', 'estória', 'genial', 'para', 'ser', 'sincero', 'não', 'tem', 'muito', 'coisa', 'a', 'se', 'dizer', 'sobre', 'ele', 'pois', 'é', 'vazio', 'chato', 'em', 'alguns', 'momentos', 'não', 'sente', 'apreço', 'por', 'nada', 'que', 'é', 'apresentado', 'e', 'por', 'mais', 'que', 'tenha', 'uma', 'narrativa', 'a', 'se', 'seguir', 'aparenta', 'não', 'ter', 'rumo', 'por', 'onde', 'deseja', 'tomar', 'apenas', 'quer', 'entender', 'porquê', 'fizeram', 'uma', 'sequência', 'daquilo', 'que', 'não', 'precisava', 'ter', 'sequência']",0
S. Darko,yller,1.0,0,pt,consegue ser pior q bater na mãe no dia das mães,"['consegue', 'ser', 'pior', 'q', 'bater', 'na', 'mãe', 'no', 'dia', 'das', 'mães']",-1
S. Darko,moiteco,0.0,0,pt,Muleka com depre,"['muleka', 'com', 'depre']",0
S. Darko,serafinho,0.5,0,pt,Causa da morte: Assistiu S. Darko e não tankou,"['causa', 'da', 'morte', 'assistiu', 's', 'darko', 'e', 'não', 'tankou']",0
S. Darko,lenguanaranja,2.0,0,pt,chekuerairo de los conejitos temboflikis,"['chekuerairo', 'de', 'los', 'conejitos', 'temboflikis']",0
S. Darko,dio122,0.5,0,pt,"Eu estava super ansioso pra ver a ""continuação de Donnie Darko"" e depois de 20 min arrependi-me completamente","['eu', 'estava', 'super', 'ansioso', 'pra', 'ver', 'a', 'continuação', 'de', 'donnie', 'darko', 'e', 'depois', 'de', '20', 'min', 'arrependi-me', 'completamente']",1
S. Darko,mariavp21,0.5,0,pt,o filme mas merda que ja vi nem parece que tem a mesma historia que donnie darko🥹,"['o', 'filme', 'mas', 'merda', 'que', 'ja', 'vi', 'nem', 'parece', 'que', 'tem', 'a', 'mesma', 'historia', 'que', 'donnie', 'darko']",-1
S. Darko,felipejj,0.5,0,pt,"1 - Definitivamente um desrespeito com o filme um, ele só não devia existir, não acrescenta nada ao universo e nem aos temas do primeiro. Eles só abandonam toda a complexidade por traz do receptor, o que faz sentido com o primeiro filme já que ele mostra a existência de seres superiores que fazem de tudo para corrigir esses universos, uma justificativa que funciona muito bem pra utilização constante do deus ex maquina no primeiro, mas acaba não funcionando tão…","['1', 'definitivamente', 'um', 'desrespeito', 'com', 'o', 'filme', 'um', 'ele', 'só', 'não', 'devia', 'existir', 'não', 'acrescenta', 'nada', 'ao', 'universo', 'e', 'nem', 'aos', 'temas', 'do', 'primeiro', 'eles', 'só', 'abandonam', 'toda', 'a', 'complexidade', 'por', 'traz', 'do', 'receptor', 'o', 'que', 'faz', 'sentido', 'com', 'o', 'primeiro', 'filme', 'já', 'que', 'ele', 'mostra', 'a', 'existência', 'de', 'seres', 'superiores', 'que', 'fazem', 'de', 'tudo', 'para', 'corrigir', 'esses', 'universos', 'uma', 'justificativa', 'que', 'funciona', 'muito', 'bem', 'pra', 'utilização', 'constante', 'do', 'deus', 'ex', 'maquina', 'no', 'primeiro', 'mas', 'acaba', 'não', 'funcionando', 'tão']",1
S. Darko,bruno1ooo,1.0,1,pt,"Nesse filme a protagonista acha dois meninos mortos presos em uma mina. Ela conversa com outro personagem, que fala que se ela tivesse chegado lá um dia antes um deles ainda estaria vivo, e depois ela consegue voltar no tempo... E o filme termina com uma montagem dela triunfantemente saindo da cidade de ônibus ao som de Cocteau Twins sem ter feito nada pra mudar isso enquanto a criança anda triste até a entrada da mina e bota o bracinho pra fora. Como diria Martin Scorsese: ""This is Cinema.""","['nesse', 'filme', 'a', 'protagonista', 'acha', 'dois', 'meninos', 'mortos', 'presos', 'em', 'uma', 'mina', 'ela', 'conversa', 'com', 'outro', 'personagem', 'que', 'fala', 'que', 'se', 'ela', 'tivesse', 'chegado', 'lá', 'um', 'dia', 'antes', 'um', 'deles', 'ainda', 'estaria', 'vivo', 'e', 'depois', 'ela', 'consegue', 'voltar', 'no', 'tempo', 'e', 'o', 'filme', 'termina', 'com', 'uma', 'montagem', 'dela', 'triunfantemente', 'saindo', 'da', 'cidade', 'de', 'ônibus', 'ao', 'som', 'de', 'cocteau', 'twins', 'sem', 'ter', 'feito', 'nada', 'pra', 'mudar', 'isso', 'enquanto', 'a', 'criança', 'anda', 'triste', 'até', 'a', 'entrada', 'da', 'mina', 'e', 'bota', 'o', 'bracinho', 'pra', 'fora', 'como', 'diria', 'martin', 'scorsese', 'this', 'is', 'cinema']",-1
S. Darko,cr4zygirl,0.5,1,pt,"uma desgraça completa, me questiono por que estragar um filme com uma sequência tão lixo","['uma', 'desgraça', 'completa', 'me', 'questiono', 'por', 'que', 'estragar', 'um', 'filme', 'com', 'uma', 'sequência', 'tão', 'lixo']",-1
S. Darko,ilymock,1.5,0,pt,escondam isso,"['escondam', 'isso']",0
S. Darko,withoutnexus,0.5,0,pt,"Ah sim, entendo, já vi alguns.","['ah', 'sim', 'entendo', 'já', 'vi', 'alguns']",1
S. Darko,gyuoliv,1.5,0,pt,trem ruim do crlh,"['trem', 'ruim', 'do', 'crlh']",-1
S. Darko,derick69,1.0,0,pt,"Tá, mas POR QUÊ?!?!?!?","['tá', 'mas', 'por', 'quê']",0
